,name,name_ticker
7798,blur Group,does-blur-group-plc-lon-093706699.html
7815,BMC Software,bmc
7829,BNY Mellon,BK
7878,Body Central,BODY
7894,Boingo Wireless,WIFI
7924,"Bombardier, Inc",bbd-b.to
8132,BOS Better On-Line Solutions,bosc
8170,Bottomline Technologies,EPAY
8201,Bovie Medical,BVX
8206,Box,BOX
8237,Boyaa Interactive,0434.HK
8285,Brainjuicer,BrainJuicer%20Group%20PLC
8305,BrainStorm Cell Therapeutics,BCLI
8306,Brainsway,BWAY
8496,Bridgeline Digital,BLIN
8544,Brightcove,BCOV
8575,BrightSource Energy,concentrated-solar-power-market-rise-060500109.html
8612,Bristol-Myers Squibb,BMY
8657,BroadSoft,exclusive-broadsoft-explores-options-including-182811924.html
8663,Brocade Communications Systems,BCSA.DE
8855,Bulletproof Group Limited,investors-know-bulletproof-group-limited-043021571.html
9098,C-Bridge Internet Solutions,BR
9200,Cafe Press,prss
9220,CalAmp,CAMP
9246,California Bank of Commerce,CALB
9261,Calithera Biosciences,CALA
9263,Calix,CALX
9280,CallidusCloud,calliduscloud-adds-predictive-sales-forecasting-220511870.html
9307,Calpian,ROXIF
9341,Cambridge Heart,CATC
9354,Cambridge Technology Partners (CTP),en.ctp.co.jp
9361,Camelot Information Systems,camelot-systems-2q-profit-slips-180736745.html
9439,Canadian Solar,CSIQ
9451,Cancer Genetics,CGIX
9472,CanFite BioPharma,CANF
9481,CannaSys,cannasys-inc-announces-stock-ticker-130000443.html
9633,Cara Therapeutics,CARA
9662,Carbonite,why-carbonite-stock-popped-17-230400132.html
9666,Carbylan Therapeutics,CBYL
9678,Cardax Pharma,cdxi
9696,Cardica,salud-sergio-ag%C3%BCero-arritmia-card%C3%ADaca-190000540.html
9701,Cardinal Health,CAH
9707,Cardio3 BioSciences,cardio3-biosciences-nouvelle-unit%C3%A9-production-065900309.html
9726,CardioNet,2012-10-26-cardionet-inc-to-release-third-quarter-2012-earnin.html
9738,Cardiovascular Systems,CSII
9739,Cardiovascular Systems,CSII
9745,Cardium Therapeutics,crxm
9752,Cardo Medical,ATRY.MC
9762,Cardtronic,transaction-cardtronics-expected-close-june-142200554.html
9766,Care.com,care-com-crcm-upgraded-buy-170005433.html
9819,CarePayment,CPYT
9865,Caribou Coffee Company,caribou-coffee-ceo-u-franchise-142107979.html
9929,Carrizo Oil & Gas,carrizo-oil-gas-inc-crzo-171617118.html
9991,CAS Medical Systems,edwards-lifesciences-takes-over-cas-122812796.html
10027,Casey's General Stores,CASY
10087,Castlight Health,CSLT
10094,Catabasis Pharmaceuticals,CATB
10177,Cavitation Technologies,cvat
10179,Cavium,CAVM
10225,CDEL,DEL
10226,CDEX,CDEX
10227,CDI,CDI.PA
10239,CDW Corporation,CDW
10251,Cedar Realty Trust,CDR
10266,CEL-SCI,CVM
10268,Celator Pharmaceuticals,why-celator-pharma-cpxx-stock-215909017.html
10303,Cell Therapeutics,LCTX
10307,Celladon,CLDN
10323,Celldex Therapeutics,cldx
10325,Cellectis,ALCLS.PA
10388,Celsion,CLSN
10390,Akari Therapeutics,aktx
10403,Cempra,SRE
10415,Centene Corporation,CNC
10465,CenturyLink,CYT.SG
10485,Ceragon Networks,CRNT
10494,Cerecor,CERC
10498,Cerenis Therapeutics,0RAG.L
10500,Ceres,cwr.l
10541,Cerulean Pharma,CERU
10542,Cerus Corporation,CERS
10558,CFBank,cfbk
10614,Champions Oncology,CSBR
10648,ChannelAdvisor,ECOM
10692,CHARLES & COLVARD LTD,CTHR
10694,Charles River Laboratories International,CRL
10708,Charter Communications,CHTR
10757,Check-Cap,chek
10759,Check Point Software Technologies,CHKP
10803,Chegg,CHGG
10821,ChemoCentryx,CCXI
10849,Chesswood Group,CHW.TO
10865,Chiasma,chma
10899,Chimerix,CMRX
10904,China Biologic Products,CBPO
10913,China Intelligent Transport System Group,002355.SZ
10931,ChinaCache,ccih
10935,ChinaNet Online Holdings,CNET
10939,Alibaba Pictures Group Limited,1060.HK
11021,ChromaDex,CDXC
11093,Cidara Therapeutics,CDTX
11126,Cinedigm,CIDM
11235,Cisco,CSCO
11303,CityFibre,uks-cityfibre-create-10-000-230215998.html
11494,Clean TeQ,4CQ.BE
11620,Cleveland BioLabs,CBLI
11724,Clinical Data,insights-clinical-data-management-system-094300673.html
11838,Cloud Security,cloud-security-market-worth-68-163000662.html
11989,Clovis Oncology,CLVS
12046,CMGE,0302.hk
12063,CNS Response,CNS
12161,Code Rebel,CDRBQ
12218,Codexis,CDXS
12248,Cogeco Cable,CCA.TO
12251,Cogent Communications Group,ccoi
12309,Coherus Biosciences,CHRS
12452,Collegium Pharmaceutical,COLL
12469,"Color Kinetics, Incorporated",KNIT
12491,CoLucid Pharmaceuticals,heres-why-colucid-pharma-clcd-182706048.html
12510,CombiMatrix,news
12519,Comcast,CMCSA
12551,Commerce Bancshares,CBSH
12554,Commerce One,4496.T
12555,Commerce Resources,cce.v
12589,CommScope,COMM
12593,CYREN,CYRN
12628,CommunityOne Bank,cob
12674,Compass Diversified Holdings,CODI
12699,Complete Genomics,bgi-shenzhen-buy-complete-genomics-150425317.html
12738,Comprehensive Care,CHCR
12767,comScore,SCOR
12782,Conatus Pharmaceuticals,conatus-pharmaceuticals-reports-first-quarter-200510562.html
12801,Concert Pharmaceuticals,CNCE
12874,ConforMIS,CFMS
12942,Connecture,CNXR
13127,ContraVir Pharmaceuticals,holders
13132,Control4,control4-ctrl-upgraded-buy-does-130001234.html
13285,Copytele,copytele-changing-company-name-stock-205532639.html
13299,Corcept Therapeutics,CORT
13301,Cord Blood America,cord-blood-america-inc-announces-210000826.html
13337,CorEnergy Infrastructure Trust,CORR
13368,Corindus,why-corindus-vascular-robotics-skyrocketing-144900110.html
13371,Corium International,CORI
13380,CorMedix,CRMD
13382,Cornerstone OnDemand,csod
13385,Cornerstone Therapeutics,cornerstone-therapeutics-inc-stockholders-approve-192449695.html
13392,Coronado Biosciences,coronado-biosciences-cndo-rises-stock-134401278.html
13423,Corsair,CRSR
13428,Strongbridge Biopharma,SBBP
13496,Coty,COTY
13537,Quotient Technology,QUOT
13756,Cree,CREE
13786,Crexendo,CXDO
13797,"Crimson Forest Entertainment Group, Inc.",crimson-forest-hannover-house-announce-124500173.html
13818,Criteo,CRTO
13825,Critical Outcome Technologies,know-critical-outcome-technologies-inc-165207773.html
13850,Crocs,CROX
13891,CROSSROADS SYSTEMS,CRSS
13950,CrowdGather,crwg
13997,CrowdWorks,3900.T
14010,CRS Electronics,crs-electronics-announces-stock-option-213100229.html
14014,Crucialtec,114120.KQ
14021,Crumbs Bake Shop,CRMBQ
14043,CryoLife,CRY
14102,CSX Corporation,CSX
14116,Ctrip,TCOM
14136,"CUBED, Inc.",CUBE
14170,CUI Global,CUI
14213,CÃR Media,fr.finance.yahoo.com
14259,Curis,CRIS
14337,Cvent,cvt
14360,CyberArk,CYBR
14391,Cybershop,2008-01-30-sonys-cyber-shot-dsc-w110-leaks-as-well.html
14409,Cyclacel Pharmaceuticals,CYCC
14432,CymaBay Therapeutics,cbay
14443,Cynapsus Therapeutics,cynapsus-therapeutics-inc-cynapsus-announces-100100154.html
14462,Cyprotex,evotec-cyprotex-awarded-5-agreement-053010088.html
14483,Cytodyn,cydy
14486,"Cytokinetics, Inc.",CYTK
14488,Nuo Therapeutics,AURX
14490,CytomX Therapeutics,ctmx
14495,Cytori Therapeutics,XMPA.DE
14504,CytRx,cytr
14621,Dalradian Resources,dna.to
14642,DangDang.com,dang
14666,DAQO NEW ENERGY CORP,DQ
14784,Datalink,DATA%2CLINK
14814,Dataram,dataram-signs-strategic-sales-agreement-193045996.html
14821,Datasection,3905.T
14842,Datawatch Corp,dwch
14874,DAVIDsTEA,DTEA
14887,Day4 Energy,NEE
14923,DBV Technologies,DBV.PA
15008,Debt Resolve,debt-resolve-subsidiary-engages-three-130000417.html
15024,Decimal Software Ltd,DSX.AX
15129,Dejour Energy,dejour-energy-inc-announces-completion-210500954.html
15133,Del Mar Pharmaceuticals,DMPWW
15146,dELiAs,MLMED.NX
15176,Delphi,DLPH
15218,Demand Media,dmd
15221,Demandware,DWRE
15243,DeNA,DNACF
15278,DepoMed,depo
15295,Derma Sciences,dsci
15301,Dermira,lilly-buy-dermira-1-1b-140802682.html
15435,Dexcom,DXCM
15489,diaDexus,diadexus-inc-file-chapter-7-180642129.html
15560,Dicerna Pharmaceuticals,DRNA
15562,Dick's Sporting Goods,DKS
15610,DigiPath,DIGP
15631,Digital Ally,DGLY
15639,Digital Caddies,digital-caddies-joins-domedia-online-131000272.html
15640,Digital China Information Technology Services Company,000555.SZ
15725,DigitalGlobe,digitalglobe-buy-geoeye-453m-124724450.html
15757,Diligent,DILIGENT.BO
15811,Diodes Incorporated,DIOD
15816,Dipexium Pharmaceuticals,dprx
15854,DIRTT Environmental Solutions,DRT.TO
15883,Discovery Labs,first-exhibit-installed-discovery-lab-044440480.html
16025,DNA Dynamics,dna-dynamics-inc-signs-outsource-123000607.html
16117,Document Security Systems,DSS
16411,DragonWave,dragonwave-widens-distribution-fastback-radios-113000504.html
16434,Dream Link Entertainment,dream-entertainment-invests-creative-labs-170000654.html
16470,DreamWorks Animation,dreamworks-animation-skg-inc-dwa-122155427.html
16625,DSET Corporation,TDS
16702,DuPont,DD
16708,Durect Corp.,DRRX
16751,Dyadic International,dyai
16798,Dynasil,dysl
16801,Dynatronics Corporation,DYNT
16839,E-House,2048.HK
16867,E-TEK Dynamics,ETEK
16902,Eagle Pharmaceuticals,EGRX
16936,EarthLink,v1
17003,EasyLink,ESYL
17054,eBay,EBAY
17064,Ebix,ebix
17111,Echelon,Elon
17116,Echo Global Logistics,ECHO
17119,Echo Therapeutics,ECTE
17321,Edge Therapeutics,edge-therapeutics-enters-merger-agreement-113000261.html
17495,Egalet,EGLTQ
17530,eHi Car Rental,chinas-ehi-car-services-taken-132334211.html
17572,Ekinops,EKI.PA
17717,Eleven Biotherapeutics,EBIO
17742,Elite Pharmaceuticals,ELTP
17781,eLong.com,TEM.DU
17859,Emcore,EMKR
17878,Emergent BioSolutions,EBS
18019,Enablence Technologies,ena.v
18022,Enanta Pharmaceuticals,ENTA
18027,Enbridge,ENB
18100,Endocyte,ECYT
18106,Endologix,elgx
18138,Endurance Specialty Holdings,ENH-PB
18141,Endymed,ENDY.TA
18176,Energy Focus,EFOI
18202,EnerLume Energy Management,the-global-home-energy-management-101500134.html
18206,EnerNOC,Enoc
18234,Engagement Labs,el.v
18292,Enjoyor,300020.SZ
18331,Enphase Energy,ENPH
18388,Entelos,es.finance.yahoo.com
18392,EnteroMedics,ETRM
18430,Entravision Communications Corporation,EVC
18451,Enumeral Biomedical,profile
18464,Envestnet,ENV
18509,Enzymotec,investor-network-enzymotec-ltd-host-105000030.html
18533,Cricket Media,epals-announces-rebranding-cricket-media-093000083.html
18534,EPAM Systems,EPAM
18544,Epazz,epaz
18581,Epigenomics AG,ECX.DE
18604,Epizyme,epzm
18662,Equifax,EFX
18667,Equinix,EQIX
18744,ERYtech Pharma,eryp.pa
18764,ESCO Technologies,ESE
18807,Esperion Therapeutics,ESPR
18810,Espial Group,does-espial-group-inc-tse-155513209.html
18938,Etsy,ETSY
18960,euNetworks Group Limited,eunetworks-met-service-nouvelle-infrastructure-161700885.html
18996,Euthymics Bioscience,INVO
19000,"ev3, Inc",TSLA
19076,Eventure Interactive,evti
19152,Everyday Health,healthy-living
19172,Everyware Global,everyware-global-relies-symmetrys-sap-115600646.html
19217,Evoke Pharma,EVOK
19220,Evolent Health,EVH
19278,Exact Sciences,exas
19503,Extended Systems,stay
19565,EyeGate Pharmaceuticals,EYEG
19698,Facebook,FB
19750,FairPoint Communications,frp
20054,Fate Therapeutics,fate
20436,Finisar,finisar-fnsr-catches-eye-stock-123612424.html
20470,FireEye,FEYE
20509,First Data Corporation,FDC
20523,First Solar,FSLR
20589,Fitbit,5FB.DE
20645,Five Below,FIVE
20650,Five Prime Therapeutics,fprx
20654,Five9,FIVN
20775,FleetCor Technologies,FLT
20777,FleetMatics,verizon-buy-fleetmatics-2-4-121441409.html
20790,Flex Pharma,FLEX
20808,Flexion Therapeutics,flxn
20816,FlexShopper,FPAY
20820,Flextronics International,FLEX
21004,Fluidigm,fldm
21097,Foamix,foamix-pharmaceuticals-report-third-quarter-120005139.html
21109,Focaltech Systems,3545.TW
21114,Focus Media,002027.SZ
21119,Focus Ventures,focus-ventures-signs-mou-off-153906599.html
21360,Fortinet,FTNT
21480,Fracktal works,FRACTL.ST
21512,Frankly Inc,TLK.V
21525,FreakOut,6094.T
21576,FreeMarkets,v1
21584,Freescale Semiconductor,NXPI
21618,Fresenius Medical Care,FMS
21670,FriendFinder Networks,friendfinder-networks-achieves-court-judgment-023100761.html
21791,FuelCell Energy Inc,FCEL
21827,Full Speed Inc.,2159.T
21959,Fusion Telecommunications,concerned-fusion-telecommunications-international-inc-183430856.html
22044,G-mode,2333.JP
22090,GaiaX,GAIAX
22093,GAIN Capital,GCAP
22102,Galapagos,glpg
22207,GAMEVIL,063080.kq
22239,Gander Mountain,GMTN
22412,Gelesis,news
22461,Gene Techno Science,GENE
22477,GeneNews,news
22486,General Communication,top-investors-general-communication-inc-164035605.html
22489,General Dynamics,GD
22490,General Electric (GE),GE
22505,Generex Biotechnology,GNBT
22512,Genesco,GCO
22527,Genetic Technologies,GENE
22575,Genocea Biosciences,1
22621,GenVec Inc.,GVC1.MU
22660,GeoOp,does-geoop-limited-nzse-geo-040419046.html
22676,Geos Communications,GEOS
22680,GeoSentric,geocentric-media-districtofcolumbia-com-now-205114266.html
22696,GeoVax,govx
22704,Geron,GERN
22742,Freelancer,FLN.AX
22817,Gevity HR,fr.finance.yahoo.com
22818,Gevo,GEVO
22838,Giant Interactive Group,GGLT
22888,GIGA TRONICS,GIGA
22899,GigaMedia,GIGM
22900,Gigamon,gimo
22928,GigsJam,id1042289117
23080,GlassesOff,im-not-ugly-just-wear-194449179.html
23094,Glaukos,GKOS
23147,Global Blood Therapeutics,GBT
23241,GlobalWise Investments,finance.yahoo.com
23243,Globant,GLOB
23249,Globecomm Systems,global-maritime-satellite-communication-market-103800227.html
23253,GlobeImmune,GBIM
23269,Globus Medical,GMED
23282,Glori Energy,GLRI
23306,Glu Mobile,gluu
23328,GlycoMimetics,glyc
23450,GoFish,PxtT4518KEDw2Nt65jg7eQ--
23462,Gogo,gogo
23507,Golden Dragon Holdings,holdings
23519,Golden Star Resources,GSS
23585,Good Times Restaurants,news
23629,Google,GOOG
23658,GoPro,GPRO
23909,Great Basin,GBEI
23911,Great East Energy,GEEC.L
23927,GREE,GREE
23944,Green Dot Corporation,GDOT
24032,Greenko Group,greenko-energy-holdings-moodys-assigns-113207627.html
24090,Greenway Health,GWTI
24247,Groupon,GRPN
24271,GrowBLOX,GBLX
24281,Growlife,PHOT
24296,GrubHub,GRUB
24334,GT Advanced Technologies,GTAT
24350,GTx,GTX
24404,Gudeng Precision,3680.TWO
24425,Guidance Software,fv
24439,Guided Therapeutics,GTHP
24464,gumi,3903.T
24472,Gunosy,6047.T
24511,GW Pharmaceuticals,gwph
24598,Hadasit Bio Holdings,HSITF
24657,Halozyme Therapeutics,HALO
24734,Hansen Medical,fin-srch
24738,Hanwha SolarOne,hqcl
24779,Happy Tom,community
24935,HCI,HCI
24993,Health Discovery,HDVY
25055,HealthEquity,HQY
25098,HealthStream,HSTM
25109,HealthWarehouse.com,HEWA
25111,Healthways,hway
25160,HeartWare International,medtronic-expand-heart-failure-portfolio-104701788.html
25162,Heat Biologics,HTBX
25195,Heilongjiang Weikang Bio-Tech Group,AMHD
25207,Helicos BioSciences,pacb
25378,HESKA,HSKA
25428,hhgregg,HGGGQ
25487,Higher One,ONE
25607,Histogenics,HSTO
25679,HMT Technology,603306.SS
25725,Hologic,HOLx
25732,Home Bancorp,HBCP
25773,Homeowners of America Holding,acquisition-homeowners-america-porch-group-220000201.html
25830,Honeywell,HON
25905,Horizon Discovery,hzd.l
25909,Horizon Technology Finance,HRZN
25910,Horizon Pharma,HZNP
25922,Horsehead Holding,mohnish-pabrai-sells-horsehead-holdings-232527926.html
25926,Hortonworks,HDP
25998,Hottolink,3680.T
26023,HouseValues,property
26065,HTG Molecular Diagnostics,HTGM
26113,HubSpot,HUBS
26246,Hybrid Paytech,hybrid-paytech-world-inc-cse-001800277.html
26267,Hydrogenics,HYGN
26332,Hypertension Diagnostics,HDII
26362,i-Cube,icube-r-smart-storage-system-140000929.html
26499,iCAD,ICAD
26570,iCo Therapeutics,ico-therapeutics-inc-announces-tsx-001100786.html
26588,ICONIX BRAND GROUP,ICON
26660,Ideal Power,IPWR
26698,Identiv,INVE
26702,Idera Pharmaceuticals,IDRA
26738,iDreamsky Technology,1119.HK
26832,Ignyta,why-ignyta-inc-stock-soaring-141500734.html
26834,iGo,igo.ax
26883,iKang Healthcare Group,kang
26984,ImageWare Systems,IWSY
26993,Imagination Technologies,apple-imagination-technologies-deal-113501713.html
27023,ImaRX Therapeutics,AXSM
27060,IMImobile,IMO.L
27089,Immune Design,sanofi-collabore-immune-design-mettre-065500358.html
27090,Immune Pharmaceuticals,IMNPQ
27101,Immunicon (Now VERIDEX a Johnson & Johnson Co.),JNJ
27107,ImmunoGen,IMGN
27110,Immunomedics,immu
27114,Immunovaccine,IMV.TO
27117,ImmuPharma,IMM.L
27141,IMPAC Medical System,IMH
27181,Imperva,impv
27209,Imprimis Pharmaceuticals,immy
27211,Imprivata,impr
27224,IMRIS Inc.,IMRSQ
27324,inContact,nice-incontact-named-market-share-113000835.html
27361,Independent Bank,IBTX
27492,Infinera Corporation,INFN
27517,Infinity Augmented Reality,infinity-ar-brain-behind-augmented-100000222.html
27522,Infinity Pharmaceuticals,infi
27557,Infoblox,2IB.F
27612,Infoteria Corporation,finance.yahoo.com
27628,Infrasoft Technologies,regtech-global-market-report-2021-111200536.html
27749,Innate Pharma,iph.pa
27764,InnerWorkings,innerworkings-inwk-surges-stock-moves-152703772.html
27779,Innocoll Holdings,innocoll-biotherapeutics-plc-announces-first-124300072.html
27893,Inogen,INGN
27896,Inotek Pharmaceuticals,todays-research-reports-biotech-stocks-133000086.html
27917,INPHI,IPHI
27918,InPhonic,INPC
27959,Inside Secure,profile
28017,Insmed,INSM
28041,InspireMD,NSPR
28123,Instructure,INST
28127,Insulet,PODD
28143,Insys Therapeutics,NPR1.F
28160,Intec Pharma,NTEC
28167,Integra Telecom,INTELSOFT.BO
28203,Integrity Applications,IGAP
28218,IntelGenX,igxt
28227,Inteliquent,iqnt
28245,Intellicheck Mobilisa,IDN
28263,Intelligent Energy,002015.SZ
28298,Intellipharmaceutics International,ipci.to
28299,"IntelliQuest Information Group, Inc",INS
28371,Intercept Pharmaceuticals,icpt
28375,Intercloud Systems,icld
28380,IntercontinentalExchange,ICE
28401,Interleukin Genetics,2013-03-21-interleukin-genetics-inc-announces-conference-call.html
28405,Intermap Technologies,itmsf
28412,Intermolecular,had-bought-intermolecular-nasdaq-imi-192406663.html
28419,International Barrier Technology,international-barrier-technology-fire-resistant-133336316.html
28446,"Internet America, Inc.",finance.yahoo.com
28451,Internet Gold - Golden Lines,igldf
28469,Interplay Entertainment,IPLY
28479,Intersect ENT,XENT
28559,Intrexon Corporation,I5X.SG
28588,Intuit,INTU
28619,InvenSense,INVN
28626,Inventergy,invt
28641,Inverness Medical Innovations,GMVD
28713,Invitae,NVTA
28741,Invuity,IVTY
28828,iPayment,IPSI
28988,Ironwood Pharmaceuticals,IRWD
29040,iSignthis Ltd (ASX : ISX),TA8.F
29046,Isis Pharmaceuticals,ions
29068,iSoftStone,chinas-isoftstone-says-ceo-led-group-cuts-buyout-140243838--sector.html
29109,iStyle Inc.,3660.t
29174,ITM Power,ITM.L
29212,iTwin,sewerai-acquires-funding-bentley-itwin-145400603.html
29295,IXIA,v1
29304,IZEA,IZEA
29348,Jabong.com,top-6-ecommerce-websites-in-india-photo-1374728087116.html
29352,Jack in the Box,JACK
29383,Jaguar Animal Health,JAGX
29461,JAYS,jay.l
29466,Jazz Pharmaceuticals,JAZZ
29482,JD.com,JD
29542,JetPay,JTPY
29624,Jive Software,investor-network-jive-software-inc-144500754.html
29899,JuMei.com,JMEI
29941,Juniper Networks,JNPR
29949,Juno Therapeutics,history
29968,Just Eat,TKWY.AS
30024,K12,LRN
30033,K2M,KTWO
30125,KaloBios Pharmaceuticals,HGEN
30168,Xunlei,XNET
30243,Karyopharm Therapeutics,KPTI
30392,KemPharm,kmph
30502,KEYW Corporation,KEYW
30654,Kindred Biosciences,news
30684,Kingdee,0268.HK
30699,Kingsoft,KC
30726,Kior,KIOR
30733,Kips Bay Medical,kips-bay-medical-announces-u-213621281.html
30758,KIT digital,news_body_link
30761,Kitara Media,GAME
30773,Kite Pharma,
30919,Knight Therapeutics,GUD.TO
31080,KongZhong,KZ
31138,Kosmos Energy Ltd.,KOS
31226,KUBOO,SGTB
31385,La jolla Pharmaceutical,LJPC
31435,LabStyle Innovations,DRIO
31438,Laclede Group,SR
31544,Lantronix,LTRX
31607,LatAm Autos,many-latam-autos-limited-asx-001210876.html
31726,LDK Solar,LDK
31729,LDR Holding,LDRH
31996,Lending Club,LC
32021,Lennar Corporation,LEN
32023,Lenovo,LNVGY
32103,LeTV,v1
32114,Level 3 Communications,lvlt
32148,Lexicon Pharmaceuticals,LXRX
32194,Liberty Global,LBTYA
32268,Lifeloc Technologies,LCTC
32269,LifeLock,LOCK
32310,LifeVantage,LFVN
32326,Ligand Pharmaceuticals,lgnd
32355,Lighting Science Group,LSCG
32356,LightInTheBox.com,LITB
32390,Lightwave Logic,LWLG
32446,Lime Energy,LIME
32473,LIN TV,LIN
32501,Linekong,8267.HK
32550,LinkedIn,yahoo-finance
32569,MNC Media Investment,bhit.jk
32646,Liquidmetal Technologies,LQMT
32807,LivePerson,LPSN
32843,Living Cell Technologies,LVCLY
32867,Lixte Biotechnology Holdings,lixt
32924,Local Corporation,LOCMQ
33017,Lockheed Martin,LMT
33019,"LOCKON CO.,LTD.",LOCK.L
33100,LogMeIn,logm
33119,LoJack,calamps-lojack-espa-connected-car-080000402.html
33339,Loxo Oncology,loxo-lly-loxo-oncology-stock-184759157.html
33356,LPATH,PATH
33386,Lucibel,aluci.pa
33474,Lumenpulse,lumenpulse-completes-going-private-transaction-142155781.html
33479,Lumera Corporation,WDC
33525,Lumos Networks Corporation,buy-lumos-networks-corp-lmos-011308488.html
33576,Luxoft,luxoft-lxft-report-q4-results-143002243.html
33606,LX Ventures,insider-roster
33664,M/A-COM Technology Solutions,MTSI
33737,MabVax Therapeutics,investors-feel-mabvax-therapeutics-holdings-184324969.html
33764,Macquarie Group,mqg.ax
33766,MacroCure,mcur
33768,MacroGenics,MGNX
33774,MacroSolve,macrosolve-upgrades-macrosolve-com-website-110000125.html
33856,Magic Software Enterprises,mgic
33913,Magnum Hunter Resources,magnum-hunter-resources-corporation-become-214500109.html
33977,Mainstay Medical,mainstay-medical-announces-us-108-130000928.html
33981,MainStreet Bank,mnsb
34021,MakeMyTrip.com,MMYT
34157,Manitex International,MNTX
34160,MannKind Corporation,MNKD
34241,Marathon Patent Group,MARA
34268,Marin Software,MRIN
34269,Marina Biotech,marina-biotech-announces-license-agreement-151415969.html
34281,Marinus Pharmaceuticals,MRNS
34329,Marketo,mkto
34349,Markit,INFO
34376,Marrone Bio Innovations,MBII
34511,Materialise,MTLS
34531,Matomy Media Group,imagine-owning-matomy-media-group-144740392.html
34553,Mattersight,matr
34600,Maximus,MMS
34602,MaxLinear,MXL
34607,MaxPoint Interactive,time-buy-maxpoint-interactive-inc-230309338.html
34619,Maxwell Technologies,300751.SZ
34677,MCK Communications,mck
34761,Mecox Lane,mecox-lane-announces-investment-cnshangquan-110052630.html
34791,Medbox,medbox-emerging-marijuana-player-disaster-waiting-happen-181429725.html
34819,Medgenics,history
34845,Mediabistro Inc.,2013-06-13-webmediabrands-inc-changes-its-name-to-mediabistro.html
34912,Medical Cannabis Payment Solutions,REFG
34951,MediciNova,MNOV
34967,Medigus,MDGS
34999,MediSwipe,mediswipe-inc-announces-corporate-name-123000797.html
35016,MediWound,MDWD
35029,Medmira,MIR.V
35031,MEDNAX,MD
35073,Medtech SAS,MTACU
35173,MEI Pharma,meip
35177,Meihua,600873.SS
35205,MELA Sciences,SSKN
35220,Mellanox Technologies,nvidia-completes-acquisition-mellanox-creating-072526144.html
35249,MEMC Electronic Materials,t
35261,Memex Automation,memex-automation-tsx-v-oee-140000881.html
35288,MEMSIC,MEMS
35401,Meridian Waste Solutions,does-meridian-waste-solutions-inc-193321460.html
35424,Merrimack Pharmaceuticals,mack
35486,Metabolix,METEX.PA
35541,Metaps,6172.T
35550,MetaStat,mtst
35699,Michaels Stores,michaels-signs-deal-apollo-private-171726533.html
35725,Microbix Biosystems,MBX.TO
35762,Micron Technology,mu
35796,MicroVision,MVIS
35832,Mig Me,MIG.AT
35878,Milestone Scientific,MLSS
35929,Mimecast,MIME
35954,MIND C.T.I. Ltd,MNDO
35970,MINDBODY,meredith-corporation-mdp-mindbody-inc-141100444.html
36030,Minerva Neuroscience,NERV
36161,Mirna Therapeutics,worlds-first-class-mirna-therapeutics-230000845.html
36226,Mistras Group,MG
36229,Mitek Systems,mitk
36320,MMRGlobal,MMM
36475,MobileIron,MOBL
36506,Mobileye,intel-plans-list-shares-mobileye-004459235.html
36540,Mobiquity Technologies,MOBQ
36635,Model N,MODN
36712,Mogo Finance Technology,MOGO
36761,Molecular Partners,moln.sw
36774,Molina Healthcare,MOH
36793,Momenta Pharmaceuticals,LZ1.F
36902,Monitise,fiserv-apos-monitise-acquisition-faces-131601843.html
36925,Monolithic Power Systems,MPWR
36929,Monotype Imaging Holdings,monotype-imaging-holdings-inc-moodys-184213163.html
36945,Montage Technology,688008.SS
37022,mporium,EMPORIUM
37054,Morningstar,MORN
37061,Morpho Technologies,3653.T
37063,MorphoSys,MOR
37311,MRC Global,MRC
37533,"MVB Bank,",MVBF
37806,MyoKardia,news
37834,MYR,MYR=X
37868,MySizeID,MYSZ
37971,Nivalis Therapeutics,ALPN
37983,Nabi Biopharmaceuticals,NABI
37986,Nabriva Therapeutics,NBRV
38005,NaiKun Wind Development,imagine-owning-naikun-wind-energy-112506677.html
38055,Nano Dimension,NNDM
38074,NanoCarrier Co,4571.T
38144,Nanosphere,NSHSF
38150,NanoString Technologies,NSTG
38153,Nanotech Security,NTSFF
38172,NanoViricides,nnvc
38184,Nanya Technology Corporation,2408.TW
38220,Nascent Biotech,nbio
38232,Natcore Technology,NTCXF
38233,Natera,NTRA
38251,National Technical Systems,nts-wins-2021-acg-innovation-160000893.html
38327,NHN Corp. (Naver),181710.KS
38332,Navidea Biopharmaceuticals,navb
38391,NCR,NCR
38489,Nektar Therapeutics,NKTR
38506,NEMUS Bioscience,nemus-bioscience-inc-changes-name-120000867.html
38536,NeoGenomics Laboratories,NEO
38559,Neonode,NEON
38563,NeoPhotonics,NPTN
38569,Neos Therapeutics,NTE.F
38574,NeoStem,neostem-reach-real-value-end-094500971.html
38593,NephroGenex,nephrogenex-initiates-pivotal-oral-pyridorin-203215639.html
38596,Nephros,NEPH
38639,Net Element,nete
38686,NetDragon Websoft,0777.HK
38687,NetEase.com,NTES
38695,Netflix,NFLX
38698,NETGEAR,NTGR
38700,NetGenesis,http:%5E%5Ebiz.yahoo.com%5Ep%5En%5Entgx.html
38712,NetIQ,NETIQ%2CNOW%2CRATED
38717,Netlist,NLST
38772,NetSol Technologies,NTWK
38791,Network-1,NTIP
38849,Neurocrine Biosciences,NBIX
38854,NeurogesX,neurogesx-files-sell-2-97m-203754310.html
38863,NeuroMetrix,NURO
38884,NeuroSigma,neurosigma-announces-5-million-equity-100000973.html
38899,NeuroVive Pharmaceutical,NTP.SG
